Date,Open,High,Low,Close,Adj Close,Volume
2020-11-12,355.5799865722656,356.7200012207031,351.260009765625,353.2099914550781,349.41943359375,67546200
2020-11-13,355.2699890136719,358.8999938964844,354.7099914550781,358.1000061035156,354.2569885253906,62892200
2020-11-16,360.9800109863281,362.7799987792969,359.5899963378906,362.57000732421875,358.6789855957031,74541100
2020-11-17,359.9700012207031,361.9200134277344,358.3399963378906,360.6199951171875,356.7499084472656,66111000
2020-11-18,360.9100036621094,361.5,356.239990234375,356.2799987792969,352.45648193359375,70591300
2020-11-19,355.6000061035156,358.17999267578125,354.1499938964844,357.7799987792969,353.9403991699219,59940900
2020-11-20,357.5,357.7200012207031,355.25,355.3299865722656,351.5166931152344,70417300
2020-11-23,357.2799987792969,358.82000732421875,354.8699951171875,357.4599914550781,353.6238098144531,63230600
2020-11-24,360.2099914550781,363.80999755859375,359.2900085449219,363.2200012207031,359.322021484375,62415900
2020-11-25,363.1300048828125,363.1600036621094,361.4800109863281,362.6600036621094,358.76806640625,45330900
2020-11-27,363.8399963378906,364.17999267578125,362.5799865722656,363.6700134277344,359.7672424316406,28514100
2020-11-30,362.8299865722656,363.1199951171875,359.1700134277344,362.05999755859375,358.17449951171875,83872700
2020-12-01,365.57000732421875,367.67999267578125,364.92999267578125,366.0199890136719,362.0919494628906,74231400
2020-12-02,364.82000732421875,366.9599914550781,364.20001220703125,366.7900085449219,362.85369873046875,45927000
2020-12-03,366.67999267578125,368.19000244140625,365.5,366.69000244140625,362.7547912597656,62882000
2020-12-04,367.32000732421875,369.8500061035156,367.2200012207031,369.8500061035156,365.8808898925781,50749900
2020-12-07,369.0199890136719,369.6199951171875,367.7200012207031,369.0899963378906,365.1289978027344,48944300
2020-12-08,367.7200012207031,370.7799987792969,367.6700134277344,370.1700134277344,366.19744873046875,42458900
2020-12-09,370.8800048828125,371.04998779296875,365.95001220703125,366.8500061035156,362.9130859375,74098300
2020-12-10,365.3699951171875,367.8599853515625,364.42999267578125,366.7300109863281,362.79437255859375,57735400
2020-12-11,364.8999938964844,366.739990234375,363.260009765625,366.29998779296875,362.36895751953125,57698600
2020-12-14,368.6400146484375,369.79998779296875,364.4700012207031,364.6600036621094,360.74658203125,69216200
2020-12-15,367.3999938964844,369.5899963378906,365.9200134277344,369.5899963378906,365.6236572265625,63865300
2020-12-16,369.82000732421875,371.1600036621094,368.8699951171875,370.1700134277344,366.19744873046875,58420500
2020-12-17,371.94000244140625,372.4599914550781,371.04998779296875,372.239990234375,368.2452087402344,64119500
2020-12-18,370.9700012207031,371.1499938964844,367.0199890136719,369.17999267578125,366.7748718261719,136542300
2020-12-21,364.9700012207031,378.4599914550781,362.0299987792969,367.8599853515625,365.46343994140625,96386700
2020-12-22,368.2099914550781,368.3299865722656,366.0299987792969,367.239990234375,364.84747314453125,47949000
2020-12-23,368.2799987792969,369.6199951171875,367.2200012207031,367.57000732421875,365.17535400390625,46201400
2020-12-24,368.0799865722656,369.0299987792969,367.45001220703125,369.0,366.5960388183594,26457900
2020-12-28,371.739990234375,372.5899963378906,371.07000732421875,372.1700134277344,369.7453918457031,39000400
2020-12-29,373.80999755859375,374.0,370.8299865722656,371.4599914550781,369.0400085449219,53680500
2020-12-30,372.3399963378906,373.1000061035156,371.57000732421875,371.989990234375,369.5665588378906,49455300
2020-12-31,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,371.4442443847656,78520700
2021-01-04,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,366.38739013671875,110210800
2021-01-05,368.1000061035156,372.5,368.04998779296875,371.3299865722656,368.91082763671875,66426200
2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,371.11639404296875,107997700
2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,376.6302490234375,68766800
2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,378.77618408203125,71677200
2021-01-11,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,376.2229309082031,51034700
2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,376.3023681640625,52547700
2021-01-13,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,377.31573486328125,45303600
2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,375.994384765625,49989100
2021-01-15,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,373.25238037109375,107160000
2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,376.18316650390625,51233300
2021-01-20,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,381.3890380859375,61836100
2021-01-21,384.489990234375,384.95001220703125,383.25,384.239990234375,381.73675537109375,47840100
2021-01-22,382.25,384.1300048828125,381.8399963378906,382.8800048828125,380.3856201171875,52860500
2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,381.88580322265625,70402000
2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,381.2897033691406,42665300
2021-01-27,380.2200012207031,380.32000732421875,372.010009765625,374.4100036621094,371.9707946777344,123351100
2021-01-28,376.3599853515625,381.92999267578125,375.8900146484375,377.6300048828125,375.1698303222656,94198100
2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.07000732421875,367.6590881347656,126765100
2021-02-01,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,373.7789611816406,75817600
2021-02-02,379.6499938964844,383.2200012207031,376.32000732421875,381.54998779296875,379.06427001953125,64450700
2021-02-03,382.44000244140625,383.70001220703125,380.4800109863281,381.8500061035156,379.3623352050781,52427100
2021-02-04,382.9599914550781,386.239990234375,381.9700012207031,386.19000244140625,383.6740417480469,47142600
2021-02-05,388.20001220703125,388.4700012207031,386.1400146484375,387.7099914550781,385.18414306640625,48669800
2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,387.9659118652344,38365200
2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,387.70758056640625,35551100
2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,387.5386962890625,59154400
2021-02-11,391.239990234375,391.69000244140625,388.1000061035156,390.7099914550781,388.1645812988281,42913300
2021-02-12,389.8500061035156,392.8999938964844,389.7699890136719,392.6400146484375,390.08203125,50593300
2021-02-16,393.9599914550781,394.1700134277344,391.5299987792969,392.29998779296875,389.74420166015625,50972400
2021-02-17,390.4200134277344,392.6600036621094,389.3299865722656,392.3900146484375,389.83367919921875,52290600
2021-02-18,389.5899963378906,391.5199890136719,387.739990234375,390.7200012207031,388.1745300292969,59712800
2021-02-19,392.07000732421875,392.3800048828125,389.54998779296875,390.0299987792969,387.4890441894531,83241000
2021-02-22,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,384.508544921875,67414200
2021-02-23,384.6600036621094,388.95001220703125,380.20001220703125,387.5,384.9754943847656,107284100
2021-02-24,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,389.2176818847656,72433900
2021-02-25,390.4100036621094,391.8800048828125,380.7799987792969,382.3299865722656,379.8392028808594,146670500
2021-02-26,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,377.88201904296875,152701600
2021-03-01,385.5899963378906,390.9200134277344,380.57000732421875,389.5799865722656,387.04193115234375,105348800
2021-03-02,389.82000732421875,390.07000732421875,386.0,386.5400085449219,384.02178955078125,79595300
2021-03-03,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,378.9351501464844,119940200
2021-03-04,381.2200012207031,384.0,371.8800048828125,376.70001220703125,374.2458801269531,183433000
2021-03-05,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,381.1307373046875,152039600
2021-03-08,384.6600036621094,387.67999267578125,381.4200134277344,381.7200012207031,379.2331848144531,123149200
2021-03-09,385.8500061035156,389.9100036621094,385.30999755859375,387.1700134277344,384.6476745605469,113633600
2021-03-10,389.69000244140625,391.3999938964844,388.1700134277344,389.5799865722656,387.04193115234375,109899400
2021-03-11,392.2300109863281,395.6499938964844,391.739990234375,393.5299987792969,390.9662170410156,86245000
2021-03-12,392.07000732421875,394.2099914550781,391.20001220703125,394.05999755859375,391.4927673339844,64653600
2021-03-15,394.3299865722656,396.69000244140625,392.0299987792969,396.4100036621094,393.82745361328125,73427200
2021-03-16,397.07000732421875,397.8299865722656,395.0799865722656,395.9100036621094,393.33074951171875,73722500
2021-03-17,394.5299987792969,398.1199951171875,393.29998779296875,397.260009765625,394.67193603515625,97959300
2021-03-18,394.4800109863281,396.7200012207031,390.75,391.4800109863281,388.9295959472656,115349100
2021-03-19,389.8800048828125,391.57000732421875,387.1499938964844,389.4800109863281,388.2099609375,113624500
2021-03-22,390.0299987792969,394.07000732421875,389.9700012207031,392.5899963378906,391.3097839355469,73778600
2021-03-23,391.9100036621094,393.4599914550781,388.6600036621094,389.5,388.2298889160156,90686600
2021-03-24,391.0,392.75,387.4700012207031,387.5199890136719,386.2563171386719,97588600
2021-03-25,385.9800109863281,390.54998779296875,383.8999938964844,389.70001220703125,388.4292297363281,116128600
2021-03-26,390.92999267578125,396.4100036621094,390.2900085449219,395.9800109863281,394.6887512207031,114409100
2021-03-29,394.3999938964844,396.75,392.80999755859375,395.7799987792969,394.4894104003906,108107600
2021-03-30,394.4200134277344,395.45001220703125,393.0199890136719,394.7300109863281,393.4428405761719,76262200
2021-03-31,395.3399963378906,398.0,395.30999755859375,396.3299865722656,395.03759765625,112734200
2021-04-01,398.3999938964844,400.6700134277344,398.17999267578125,400.6099853515625,399.3036193847656,99682900
2021-04-05,403.4599914550781,406.94000244140625,403.3800048828125,406.3599853515625,405.0348815917969,91684800
2021-04-06,405.760009765625,407.239990234375,405.3999938964844,406.1199951171875,404.7956848144531,62021000
2021-04-07,405.94000244140625,406.9599914550781,405.45001220703125,406.5899963378906,405.2641296386719,55836300
2021-04-08,407.92999267578125,408.5799865722656,406.92999267578125,408.5199890136719,407.1878356933594,57863100
2021-04-09,408.3900146484375,411.6700134277344,408.260009765625,411.489990234375,410.1481628417969,61104600
2021-04-12,410.8500061035156,411.92999267578125,410.20001220703125,411.6400146484375,410.2976989746094,56704900
2021-04-13,411.5299987792969,413.5299987792969,411.1199951171875,412.8599853515625,411.513671875,56551000
2021-04-14,412.8299865722656,413.9599914550781,410.8699951171875,411.45001220703125,410.1083068847656,61659900
2021-04-15,413.739990234375,416.1600036621094,413.69000244140625,415.8699951171875,414.5138854980469,60229800
2021-04-16,417.25,417.9100036621094,415.7300109863281,417.260009765625,415.89935302734375,82037300
2021-04-19,416.260009765625,416.739990234375,413.7900085449219,415.2099914550781,413.85601806640625,78498500
2021-04-20,413.9100036621094,415.0899963378906,410.5899963378906,412.1700134277344,410.8259582519531,81851800
2021-04-21,411.510009765625,416.2900085449219,411.3599853515625,416.07000732421875,414.7132263183594,66793000
2021-04-22,415.8900146484375,416.7799987792969,411.1300048828125,412.2699890136719,410.9256286621094,97582800
2021-04-23,412.8699951171875,418.25,412.7900085449219,416.739990234375,415.38104248046875,73209200
2021-04-26,417.44000244140625,418.2200012207031,416.80999755859375,417.6099853515625,416.2481994628906,52182400
2021-04-27,417.92999267578125,418.1400146484375,416.29998779296875,417.5199890136719,416.15850830078125,51303100
2021-04-28,417.80999755859375,419.010009765625,416.8999938964844,417.3999938964844,416.03887939453125,51238900
2021-04-29,420.32000732421875,420.7200012207031,416.44000244140625,420.05999755859375,418.6902160644531,78544300
2021-04-30,417.6300048828125,418.5400085449219,416.3399963378906,417.29998779296875,415.939208984375,85527000
2021-05-03,419.42999267578125,419.8399963378906,417.6700134277344,418.20001220703125,416.8363037109375,68128300
2021-05-04,416.07000732421875,416.6000061035156,411.6700134277344,415.6199951171875,414.26470947265625,101591200
2021-05-05,417.3800048828125,417.6300048828125,415.1499938964844,415.75,414.394287109375,60162200
2021-05-06,415.8299865722656,419.2099914550781,413.67999267578125,419.07000732421875,417.7034606933594,74321400
2021-05-07,419.8900146484375,422.82000732421875,419.1600036621094,422.1199951171875,420.7434997558594,67733800
2021-05-10,422.5,422.739990234375,417.80999755859375,417.94000244140625,416.5771484375,81852400
2021-05-11,413.1000061035156,415.2699890136719,410.05999755859375,414.2099914550781,412.8592834472656,116888000
2021-05-12,411.2300109863281,412.5899963378906,404.0,405.4100036621094,404.0880126953125,134811000
2021-05-13,407.07000732421875,412.3500061035156,407.0199890136719,410.2799987792969,408.9421081542969,106394000
2021-05-14,413.2099914550781,417.489990234375,413.17999267578125,416.5799865722656,415.2215576171875,82201600
2021-05-17,415.3900146484375,416.3900146484375,413.3599853515625,415.5199890136719,414.1650085449219,65129200
2021-05-18,415.79998779296875,416.05999755859375,411.7699890136719,411.94000244140625,410.5967102050781,59810200
2021-05-19,406.9200134277344,411.04998779296875,405.3299865722656,410.8599853515625,409.52020263671875,106467100
2021-05-20,411.79998779296875,416.6300048828125,411.6700134277344,415.2799987792969,413.9258117675781,78022200
2021-05-21,416.8699951171875,418.20001220703125,414.45001220703125,414.94000244140625,413.5869140625,76578700
2021-05-24,417.3399963378906,420.32000732421875,417.0799865722656,419.1700134277344,417.8031311035156,51376700
2021-05-25,420.3299865722656,420.7099914550781,417.6199951171875,418.239990234375,416.87615966796875,57451400
2021-05-26,418.8699951171875,419.6099853515625,417.760009765625,419.07000732421875,417.7034606933594,43088600
2021-05-27,420.1700134277344,420.7200012207031,418.989990234375,419.2900085449219,417.9227294921875,56707700
2021-05-28,420.9700012207031,421.25,419.7900085449219,420.0400085449219,418.6702880859375,58520200
2021-06-01,422.57000732421875,422.7200012207031,419.20001220703125,419.6700134277344,418.301513671875,54216600
2021-06-02,420.3699951171875,421.2300109863281,419.2900085449219,420.3299865722656,418.9593200683594,49097100
2021-06-03,417.8500061035156,419.989990234375,416.2799987792969,418.7699890136719,417.4044189453125,58138800
2021-06-04,420.75,422.9200134277344,418.8399963378906,422.6000061035156,421.2219543457031,55938800
2021-06-07,422.5899963378906,422.7799987792969,421.19000244140625,422.19000244140625,420.81329345703125,51555000
2021-06-08,423.1099853515625,423.2099914550781,420.32000732421875,422.2799987792969,420.9029846191406,47134300
2021-06-09,423.17999267578125,423.260009765625,421.4100036621094,421.6499938964844,420.2750244140625,48436300
2021-06-10,422.9599914550781,424.6300048828125,421.54998779296875,423.6099853515625,422.2286376953125,51020100
2021-06-11,424.20001220703125,424.42999267578125,422.82000732421875,424.30999755859375,422.9263610839844,45570800
2021-06-14,424.42999267578125,425.3699951171875,423.1000061035156,425.260009765625,423.8732604980469,42358500
2021-06-15,425.4200134277344,425.4599914550781,423.5400085449219,424.4800109863281,423.0958251953125,51508500
2021-06-16,424.6300048828125,424.8699951171875,419.9200134277344,422.1099853515625,420.7335205078125,80386100
2021-06-17,421.6700134277344,423.0199890136719,419.32000732421875,421.9700012207031,420.593994140625,90949700
2021-06-18,417.0899963378906,417.8299865722656,414.70001220703125,414.9200134277344,414.9200134277344,118676300
2021-06-21,416.79998779296875,421.05999755859375,415.92999267578125,420.8599853515625,420.8599853515625,72822000
2021-06-22,420.8500061035156,424.0,420.0799865722656,423.1099853515625,423.1099853515625,57700300
2021-06-23,423.19000244140625,424.04998779296875,422.510009765625,422.6000061035156,422.6000061035156,49445400
2021-06-24,424.8900146484375,425.54998779296875,424.6199951171875,425.1000061035156,425.1000061035156,45110300
2021-06-25,425.8999938964844,427.0899963378906,425.54998779296875,426.6099853515625,426.6099853515625,58129500
2021-06-28,427.1700134277344,427.6499938964844,425.8900146484375,427.4700012207031,427.4700012207031,53159600
2021-06-29,427.8800048828125,428.55999755859375,427.1300048828125,427.70001220703125,427.70001220703125,35970500
2021-06-30,427.2099914550781,428.7799987792969,427.17999267578125,428.05999755859375,428.05999755859375,64827900
2021-07-01,428.8699951171875,430.6000061035156,428.79998779296875,430.42999267578125,430.42999267578125,53441000
2021-07-02,431.6700134277344,434.1000061035156,430.5199890136719,433.7200012207031,433.7200012207031,57697700
2021-07-06,433.7799987792969,434.010009765625,430.010009765625,432.92999267578125,432.92999267578125,68710400
2021-07-07,433.6600036621094,434.760009765625,431.510009765625,434.4599914550781,434.4599914550781,63549500
2021-07-08,428.7799987792969,431.7300109863281,427.5199890136719,430.9200134277344,430.9200134277344,97595200
2021-07-09,432.5299987792969,435.8399963378906,430.7099914550781,435.5199890136719,435.5199890136719,76238600
2021-07-12,435.42999267578125,437.3500061035156,434.9700012207031,437.0799865722656,437.0799865722656,52889600
2021-07-13,436.239990234375,437.8399963378906,435.30999755859375,435.5899963378906,435.5899963378906,52911300
2021-07-14,437.3999938964844,437.9200134277344,434.9100036621094,436.239990234375,436.239990234375,64130400
2021-07-15,434.80999755859375,435.5299987792969,432.7200012207031,434.75,434.75,55126400
2021-07-16,436.010009765625,436.05999755859375,430.9200134277344,431.3399963378906,431.3399963378906,75874700
2021-07-19,426.19000244140625,431.4100036621094,421.9700012207031,424.9700012207031,424.9700012207031,147987000
2021-07-20,425.67999267578125,432.4200134277344,424.8299865722656,431.05999755859375,431.05999755859375,99608200
2021-07-21,432.3399963378906,434.70001220703125,431.010009765625,434.54998779296875,434.54998779296875,64724400
2021-07-22,434.739990234375,435.7200012207031,433.69000244140625,435.4599914550781,435.4599914550781,47878500
2021-07-23,437.5199890136719,440.29998779296875,436.7900085449219,439.94000244140625,439.94000244140625,63766600
2021-07-26,439.30999755859375,441.0299987792969,439.260009765625,441.0199890136719,441.0199890136719,43719200
2021-07-27,439.9100036621094,439.94000244140625,435.989990234375,439.010009765625,439.010009765625,67397100
2021-07-28,439.67999267578125,440.29998779296875,437.30999755859375,438.8299865722656,438.8299865722656,52472400
2021-07-29,439.82000732421875,441.79998779296875,439.80999755859375,440.6499938964844,440.6499938964844,47435300
2021-07-30,437.9100036621094,440.05999755859375,437.7699890136719,438.510009765625,438.510009765625,68890600
2021-08-02,440.3399963378906,440.92999267578125,437.2099914550781,437.5899963378906,437.5899963378906,58783300
2021-08-03,438.44000244140625,441.2799987792969,436.1000061035156,441.1499938964844,441.1499938964844,58053900
2021-08-04,439.7799987792969,441.1199951171875,438.7300109863281,438.9800109863281,438.9800109863281,46732200
2021-08-05,440.2200012207031,441.8500061035156,439.8800048828125,441.760009765625,441.760009765625,38969700
2021-08-06,442.1000061035156,442.94000244140625,441.79998779296875,442.489990234375,442.489990234375,46864100
2021-08-09,442.4599914550781,442.79998779296875,441.30999755859375,442.1300048828125,442.1300048828125,41222600
2021-08-10,442.6099853515625,443.44000244140625,441.8800048828125,442.67999267578125,442.67999267578125,43339300
2021-08-11,443.82000732421875,443.8800048828125,442.6199951171875,443.7799987792969,443.7799987792969,44034300
2021-08-12,443.6199951171875,445.260009765625,442.6600036621094,445.1099853515625,445.1099853515625,38909400
2021-08-13,445.5899963378906,445.94000244140625,445.07000732421875,445.9200134277344,445.9200134277344,39388300
2021-08-16,444.5299987792969,447.1099853515625,442.8699951171875,446.9700012207031,446.9700012207031,73740000
2021-08-17,444.239990234375,444.9599914550781,440.8500061035156,444.0400085449219,444.0400085449219,92673900
2021-08-18,442.9599914550781,444.6300048828125,438.9200134277344,439.17999267578125,439.17999267578125,89351900
2021-08-19,436.2699890136719,441.1400146484375,436.1199951171875,439.8599853515625,439.8599853515625,92812200
2021-08-20,440.2300109863281,443.7099914550781,439.7099914550781,443.3599853515625,443.3599853515625,71975900
