date,1a. open (CNY),1b. open (USD),2a. high (CNY),2b. high (USD),3a. low (CNY),3b. low (USD),4a. close (CNY),4b. close (USD),5. volume,6. market cap (USD)
2021-04-18,387661.090201,60006.67,390841.6897,60499.0,329031.47739,50931.3,362745.909603,56150.01,124882.131824,124882.131824
2021-04-17,396241.273043,61334.81,403807.834815,62506.05,384910.552873,59580.91,387661.025598,60006.66,58912.256128,58912.256128
2021-04-16,408024.408022,63158.74,410362.196783,63520.61,387618.0,60000.0,396241.20844,61334.8,91764.139884,91764.139884
2021-04-15,406737.451659,62959.53,412167.14,63800.0,400667.806,62020.0,408032.418794,63159.98,51649.70034,51649.70034
2021-04-14,410713.637103,63575.01,418976.2962,64854.0,396022.8503,61301.0,406737.451659,62959.53,82616.343993,82616.343993
2021-04-13,386713.622603,59860.01,412023.527531,63777.77,386359.210545,59805.15,410713.5725,63575.0,82848.688746,82848.688746
2021-04-12,387610.24764,59998.8,396016.39,61300.0,383422.616577,59350.59,386713.558,59860.0,56375.037117,56375.037117
2021-04-11,386126.510539,59769.13,392133.7497,60699.0,382659.848956,59232.52,387633.698529,60002.43,41156.715391,41156.715391
2021-04-10,375618.315765,58142.55,397308.45,61500.0,374051.434603,57900.01,386126.510539,59769.13,69906.424117,69906.424117
2021-04-09,375198.202456,58077.52,380478.72247,58894.9,372462.1362,57654.0,375618.251162,58142.54,40831.884911,40831.884911
2021-04-08,361476.008432,55953.44,375687.828593,58153.31,359838.71,55700.0,375198.202456,58077.52,44283.147019,44283.147019
2021-04-07,374632.990809,57990.03,378928.8965,58655.0,358372.2219,55473.0,361476.073035,55953.45,71228.405659,71228.405659
2021-04-06,381997.474397,59129.99,384357.098972,59495.24,370905.333106,57413.02,374640.226345,57991.15,54201.000727,54201.000727
2021-04-05,376002.445203,58202.01,382914.9016,59272.0,366801.427531,56777.77,381997.474397,59129.99,54258.01579,54258.01579
2021-04-04,368572.712585,57051.95,377881.358855,58492.85,364283.3964,56388.0,376002.445203,58202.01,41314.081973,41314.081973
2021-04-03,380834.749603,58950.01,386272.448716,59791.72,367461.864,56880.0,368572.647982,57051.94,47409.852113,47409.852113
2021-04-02,379351.723135,58720.45,388910.06,60200.0,377466.090771,58428.57,380834.749603,58950.01,47382.418781,47382.418781
2021-04-01,379474.533438,58739.46,384323.247,59490.0,374280.387635,57935.45,379351.658532,58720.44,47415.61722,47415.61722
2021-03-31,379520.466171,58746.57,386325.94,59800.0,366744.7707,56769.0,379481.575165,58740.55,60975.542666,60975.542666
2021-03-30,372342.362238,57635.46,383535.0904,59368.0,368698.042405,57071.35,379520.466171,58746.57,55122.443122,55122.443122
2021-03-29,360340.352295,55777.65,377319.118946,58405.82,354024.504603,54800.01,372342.426841,57635.47,67857.937398,67857.937398
